site_id,latitude,longitude,area_name,district,state,address,operators,source
734366,8.181910,77.352330,KODUPPAIKUZHI,KANYAKUMARI,Tamil Nadu,"Mrs.Selesti bai Kodupai Kuzhai, Kattimakodu, Nagercovil","Airtel 2G/4G/5G; Reliance Jio 4G/5G","DoT Tarang Sanchar"
